
---------- Begin Simulation Statistics ----------
simSeconds                                   0.223206                       # Number of seconds simulated (Second)
simTicks                                 223205548000                       # Number of ticks simulated (Tick)
finalTick                                223205548000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    624.39                       # Real time elapsed on the host (Second)
hostTickRate                                357479923                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     838044                       # Number of bytes of host memory used (Byte)
simInsts                                     40491091                       # Number of instructions simulated (Count)
simOps                                       56064193                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    64849                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      89791                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       446411097                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                             22.320579                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.044802                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       30460239                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      94                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      30454024                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                    88                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             2904137                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1084249                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 52                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          446356745                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.068228                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             0.463449                       # Number of insts issued each cycle (Count)
system.cpu2.icache.ReadReq.avgMshrMissLatency::cpu2.inst 75436.590437                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu2.icache.ReadReq.avgMshrMissLatency::total 75436.590437                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu2.icache.power_state.pwrStateResidencyTicks::UNDEFINED 223205548000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu2.icache.tags.tagsInUse          511.901211                       # Average ticks per tags in use ((Tick/Count))
system.cpu2.icache.tags.totalRefs               76689                       # Total number of references to valid blocks. (Count)
system.cpu2.icache.tags.sampledRefs              2405                       # Sample count of references to valid blocks. (Count)
system.cpu2.icache.tags.avgRefs             31.887318                       # Average number of references to valid blocks. ((Count/Count))
system.cpu2.icache.tags.warmupTick             102500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu2.icache.tags.occupancies::cpu2.inst   511.901211                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu2.icache.tags.avgOccs::cpu2.inst     0.999807                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu2.icache.tags.avgOccs::total       0.999807                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu2.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu2.icache.tags.ageTaskId_1024::4          512                       # Occupied blocks per task id, per block age (Count)
system.cpu2.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu2.icache.tags.tagAccesses            157125                       # Number of tag accesses (Count)
system.cpu2.icache.tags.dataAccesses           157125                       # Number of data accesses (Count)
system.cpu2.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 223205548000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu2.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu2.iew.squashCycles                     6935                       # Number of cycles IEW is squashing (Cycle)
system.cpu2.iew.blockCycles                    239699                       # Number of cycles IEW is blocking (Cycle)
system.cpu2.iew.unblockCycles                   10275                       # Number of cycles IEW is unblocking (Cycle)
system.cpu2.iew.dispatchedInsts               1016617                       # Number of instructions dispatched to IQ (Count)
system.cpu2.iew.dispSquashedInsts                 778                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu2.iew.dispLoadInsts                  139792                       # Number of dispatched load instructions (Count)
system.cpu2.iew.dispStoreInsts                  61687                       # Number of dispatched store instructions (Count)
system.cpu2.iew.dispNonSpecInsts                  122                       # Number of dispatched non-speculative instructions (Count)
system.cpu2.iew.iqFullEvents                     1764                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu2.iew.lsqFullEvents                    7539                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu2.iew.memOrderViolationEvents           161                       # Number of memory order violations (Count)
system.cpu2.iew.predictedTakenIncorrect          2091                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu2.iew.predictedNotTakenIncorrect         5474                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu2.iew.branchMispredicts                7565                       # Number of branch mispredicts detected at execute (Count)
system.cpu2.iew.instsToCommit                  890373                       # Cumulative count of insts sent to commit (Count)
system.cpu2.iew.writebackCount                 886826                       # Cumulative count of insts written-back (Count)
system.cpu2.iew.producerInst                   656522                       # Number of instructions producing a value (Count)
system.cpu2.iew.consumerInst                  1183359                       # Number of instructions consuming a value (Count)
system.cpu2.iew.wbRate                       1.018953                       # Insts written-back per cycle ((Count/Cycle))
system.cpu2.iew.wbFanout                     0.554795                       # Average fanout of values written-back ((Count/Count))
system.cpu2.interrupts.clk_domain.clock          8000                       # Clock period in ticks (Tick)
system.cpu2.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu2.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu2.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu2.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu2.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu2.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu2.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED 223205548000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu2.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu2.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu2.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu2.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu2.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu2.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu2.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu2.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 223205548000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu2.lsq0.forwLoads                      12526                       # Number of loads that had data forwarded from stores (Count)
system.cpu2.lsq0.squashedLoads                  40798                       # Number of loads squashed (Count)
system.cpu2.lsq0.ignoredResponses                 148                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu2.lsq0.memOrderViolation                161                       # Number of memory ordering violations (Count)
system.cpu2.lsq0.squashedStores                 18061                       # Number of stores squashed (Count)
system.cpu2.lsq0.rescheduledLoads                   3                       # Number of loads that were rescheduled (Count)
system.cpu2.lsq0.blockedByCache                   147                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu2.lsq0.loadToUse::samples             98994                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::mean            13.176526                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::stdev           42.667847                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::0-9                 91525     92.46%     92.46% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::10-19                 138      0.14%     92.59% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::20-29                1939      1.96%     94.55% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::30-39                  85      0.09%     94.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::40-49                  36      0.04%     94.68% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::50-59                  28      0.03%     94.70% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::60-69                  34      0.03%     94.74% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::70-79                  32      0.03%     94.77% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::80-89                  48      0.05%     94.82% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::90-99                 113      0.11%     94.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::100-109                64      0.06%     95.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::110-119                52      0.05%     95.05% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::120-129               103      0.10%     95.15% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::130-139               142      0.14%     95.30% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::140-149              1131      1.14%     96.44% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::150-159               226      0.23%     96.67% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
