
---------- Begin Simulation Statistics ----------
simSeconds                                   0.229172                       # Number of seconds simulated (Second)
simTicks                                 229172038000                       # Number of ticks simulated (Tick)
finalTick                                229172038000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    623.92                       # Real time elapsed on the host (Second)
hostTickRate                                367308801                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     698764                       # Number of bytes of host memory used (Byte)
simInsts                                     39999658                       # Number of instructions simulated (Count)
simOps                                       55111982                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    64110                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      88332                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       458344077                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                             22.917204                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.043635                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       30460157                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     103                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      30453989                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                    86                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             2904031                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1083892                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 61                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          458300589                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.066450                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             0.457498                       # Number of insts issued each cycle (Count)
system.cpu1.fetch.nisnDist::stdev            0.657271                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::0               451948397     98.61%     98.61% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::1                  655790      0.14%     98.76% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::2                  655101      0.14%     98.90% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::3                 1537974      0.34%     99.24% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::4                  316741      0.07%     99.30% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::5                  311850      0.07%     99.37% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::6                  313962      0.07%     99.44% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::7                  331782      0.07%     99.51% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::8                 2228160      0.49%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::total           458299757                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetchStats0.numInsts             22834825                       # Number of instructions fetched (thread level) (Count)
system.cpu1.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu1.fetchStats0.fetchRate            0.049820                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu1.fetchStats0.numBranches           2864347                       # Number of branches fetched (Count)
system.cpu1.fetchStats0.branchRate           0.006249                       # Number of branch fetches per cycle (Ratio)
system.cpu1.fetchStats0.icacheStallCycles        40242                       # ICache total stall cycles (Cycle)
system.cpu1.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu1.icache.demandHits::cpu1.inst        18768                       # number of demand (read+write) hits (Count)
system.cpu1.icache.demandHits::total            18768                       # number of demand (read+write) hits (Count)
system.cpu1.icache.overallHits::cpu1.inst        18768                       # number of overall hits (Count)
system.cpu1.icache.overallHits::total           18768                       # number of overall hits (Count)
system.cpu1.icache.demandMisses::cpu1.inst          753                       # number of demand (read+write) misses (Count)
system.cpu1.icache.demandMisses::total            753                       # number of demand (read+write) misses (Count)
system.cpu1.icache.overallMisses::cpu1.inst          753                       # number of overall misses (Count)
system.cpu1.icache.overallMisses::total           753                       # number of overall misses (Count)
system.cpu1.icache.demandMissLatency::cpu1.inst     58649000                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.demandMissLatency::total     58649000                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.overallMissLatency::cpu1.inst     58649000                       # number of overall miss ticks (Tick)
system.cpu1.icache.overallMissLatency::total     58649000                       # number of overall miss ticks (Tick)
system.cpu1.icache.demandAccesses::cpu1.inst        19521                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total        19521                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst        19521                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total        19521                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.038574                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.demandMissRate::total     0.038574                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.overallMissRate::cpu1.inst     0.038574                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.overallMissRate::total     0.038574                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.demandAvgMissLatency::cpu1.inst 77887.118194                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.demandAvgMissLatency::total 77887.118194                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 77887.118194                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::total 77887.118194                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.blockedCycles::no_mshrs          339                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs            4                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs     84.750000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.writebacks::writebacks          170                       # number of writebacks (Count)
system.cpu1.icache.writebacks::total              170                       # number of writebacks (Count)
system.cpu1.icache.demandMshrHits::cpu1.inst          174                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total          174                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst          174                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total          174                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst          579                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total          579                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst          579                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total          579                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst     47918000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total     47918000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst     47918000                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total     47918000                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.029660                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.029660                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.029660                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.029660                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 82759.930915                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 82759.930915                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 82759.930915                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 82759.930915                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.replacements                   170                       # number of replacements (Count)
system.cpu1.icache.ReadReq.hits::cpu1.inst        18768                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total          18768                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst          753                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.misses::total          753                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.missLatency::cpu1.inst     58649000                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.missLatency::total     58649000                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.accesses::cpu1.inst        19521                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.accesses::total        19521                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.missRate::cpu1.inst     0.038574                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.missRate::total     0.038574                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMissLatency::cpu1.inst 77887.118194                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMissLatency::total 77887.118194                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.mshrHits::cpu1.inst          174                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrHits::total          174                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrMisses::cpu1.inst          579                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMisses::total          579                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMissLatency::cpu1.inst     47918000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissLatency::total     47918000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissRate::cpu1.inst     0.029660                       # mshr miss rate for ReadReq accesses (Ratio)
